Chrom	Pos	EnrichmentRatio
Chr02	6402872	0.09792
Chr02	6935905	0.16265
Chr02	7810939	0.14266
Chr02	6909748	0.14258
Chr02	7567255	0.12746
Chr02	11503315	0.18493
Chr02	7613611	0.17086
Chr02	7820363	0.14233
Chr02	12484102	0.17565
Chr02	7638053	0.2067
Chr02	10396021	0.22452
Chr02	12821560	0.14354
Chr02	6305521	0.1311
Chr02	8550789	0.18018
Chr02	6679924	0.13485
Chr02	6366032	0.10419
Chr02	10353545	0.18826
Chr02	6431496	0.11472
Chr02	14979943	0.2658
Chr02	14640656	0.2158
Chr02	14550455	0.22834
Chr02	12458792	0.16543
Chr02	10347013	0.16535
Chr02	10523939	0.08985
Chr02	6532385	0.13094
Chr02	14594002	0.20684
Chr02	12373710	0.16442
Chr02	10242031	0.17267
