Chrom	Pos	EnrichmentRatio
Chr01	11181214	0.0011
Chr01	11181049	0.0
Chr01	10494072	0.2699
Chr01	9351469	0.5058
Chr01	7817102	0.2549
Chr01	10479783	0.8386
Chr01	11956943	0.2746
Chr01	12120821	0.0
Chr01	10647136	0.5007
Chr01	10462679	0.1696
Chr01	12000252	0.7801
Chr01	8360050	0.6231
Chr01	12000255	0.7801
Chr01	12001032	0.7456
Chr01	10494067	0.2694
Chr01	9238594	0.4007
Chr01	10031166	0.301
Chr01	9570427	0.1867
Chr01	12001076	0.7412
Chr01	11697642	0.3214
Chr01	10527057	0.7176
Chr01	10873660	0.8644
Chr01	12066043	0.4548
Chr01	12039553	0.475
