Chrom	Pos	EnrichmentRatio
Chr01	11181214	0.18052
Chr01	11181049	0.18052
Chr01	10494072	0.15257
Chr01	9351469	0.21687
Chr01	7817102	0.17599
Chr01	10479783	0.1424
Chr01	11956943	0.16865
Chr01	12120821	0.22269
Chr01	10647136	0.12751
Chr01	10462679	0.14123
Chr01	12000252	0.16242
Chr01	8360050	0.1608
Chr01	12000255	0.16239
Chr01	12001032	0.16189
Chr01	10494067	0.15257
Chr01	9238594	0.17776
Chr01	10031166	0.13139
Chr01	9570427	0.18803
Chr01	12001076	0.16189
Chr01	11697642	0.18192
Chr01	10527057	0.13712
Chr01	10873660	0.15514
Chr01	12066043	0.13363
Chr01	12039553	0.14394
