Chrom	Pos	EnrichmentRatio
Chr02	6402872	0.4611
Chr02	6935905	0.494
Chr02	7810939	0.1424
Chr02	6909748	0.1194
Chr02	7567255	1.0
Chr02	11503315	0.5073
Chr02	7613611	0.2902
Chr02	7820363	1
Chr02	12484102	0.8448
Chr02	7638053	0.5335
Chr02	10396021	0.6365
Chr02	12821560	0.8279
Chr02	6305521	0.6387
Chr02	8550789	0.3221
Chr02	6679924	0.7025
Chr02	6366032	0.8198
Chr02	10353545	0.5782
Chr02	6431496	0.0
Chr02	14979943	0.4933
Chr02	14640656	0.3532
Chr02	14550455	0.2219
Chr02	12458792	0.186
Chr02	10347013	0.8264
Chr02	10523939	0.5481
Chr02	6532385	0.7598
Chr02	14594002	0.6798
Chr02	12373710	0.3001
Chr02	10242031	0.5025
