Chrom	Pos	EnrichmentRatio
Chr02	6402872	0.52481
Chr02	6935905	0.35118
Chr02	7810939	0.42149
Chr02	6909748	0.4127
Chr02	7567255	0.55078
Chr02	11503315	0.43627
Chr02	7613611	0.38658
Chr02	7820363	0.43606
Chr02	12484102	0.38994
Chr02	7638053	0.28173
Chr02	10396021	0.44525
Chr02	12821560	0.28384
Chr02	6305521	0.4014
Chr02	8550789	0.26873
Chr02	6679924	0.39186
Chr02	6366032	0.56141
Chr02	10353545	0.51645
Chr02	6431496	0.48354
Chr02	14979943	0.35895
Chr02	14640656	0.23182
Chr02	14550455	0.27844
Chr02	12458792	0.38161
Chr02	10347013	0.51611
Chr02	10523939	0.3846
Chr02	6532385	0.48731
Chr02	14594002	0.24002
Chr02	12373710	0.36418
Chr02	10242031	0.5076
