Chrom	Pos	EnrichmentRatio
Chr01	11181214	0.2928
Chr01	11181049	0.3034
Chr01	10494072	0.2033
Chr01	9351469	0.0324
Chr01	7817102	0.1063
Chr01	10479783	0.0091
Chr01	11956943	0.1791
Chr01	12120821	0.4167
Chr01	10647136	0.1148
Chr01	10462679	0.5337
Chr01	12000252	0.179
Chr01	8360050	0.0703
Chr01	12000255	0.1793
Chr01	12001032	0.1842
Chr01	10494067	0.2033
Chr01	9238594	0.1415
Chr01	10031166	0.2622
Chr01	9570427	0.3097
Chr01	12001076	0.1886
Chr01	11697642	0.262
Chr01	10527057	0.0275
Chr01	10873660	0.0314
Chr01	12066043	0.146
Chr01	12039553	0.1615
