Chrom	Pos	EnrichmentRatio
Chr02	6402872	0.1261
Chr02	6935905	0.1196
Chr02	7810939	0.1685
Chr02	6909748	0.1112
Chr02	7567255	0.0
Chr02	11503315	0.1765
Chr02	7613611	0.0713
Chr02	7820363	0.1738
Chr02	12484102	0.0399
Chr02	7638053	0.1417
Chr02	10396021	0.1508
Chr02	12821560	0.0124
Chr02	6305521	0.0864
Chr02	8550789	0.0669
Chr02	6679924	0.0883
Chr02	6366032	0.0142
Chr02	10353545	0.0034
Chr02	6431496	0.1734
Chr02	14979943	0.0517
Chr02	14640656	0.118
Chr02	14550455	0.1566
Chr02	12458792	0.3219
Chr02	10347013	0.0175
Chr02	10523939	0.1547
Chr02	6532385	0.122
Chr02	14594002	0.0599
Chr02	12373710	0.2078
Chr02	10242031	0.025
